,id,Firm_Name,Registered_Address,CEO,Establishment_Year,Number_Of_Employees,Revenue_Size,Website,NAICS_Code,SIC_Code,Status,Dissolvement_Year,Company_Type,Previous_Names,Alternative_Names,Key_Executive_Personnel
1764,1765,"""ALL-CITY INSURANCE SERVICE, INC.""","4421 5th Ave, Brooklyn, NY, USA, Not Found
","
No information found
",1999,"
10-100
","
No information found
","
https://www.allcityins.com
","
No information found
","
No information found
","
Active
","
N/A
","
Profit Corporation
","
N/A
","
N/A
","
No information found
"
1765,1766,"""ALLAN & STEVENS, INC.""","4090 21st Avenue, SW Cedar Rapids, IA 52404, USA",Alan Benson,No information found,1-10,100000-1000000,alanstevens.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"Alan Benson, President / CEO; Kent Langholz VP / General Manager
"
1766,1767,"""ALLARDT"" GOLD AND SILVER MINING COMPANY",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1767,1768,"""ALMA"" D BEST LLC","405 S. Chester Ave. Bakersfield, CA 93304, USA",No information found,No information found,1-10,10000-100000,almadbest.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found*
"
1768,1769,"""ALMA'S HOPE TOWN"" MISSION CENTER","Polvo, Hopetown, , , ",-* Ron Hope ,-* No information found ,-* 1-10 ,-* 100000-1000000 ,-* No website found ,-* No information found ,-* No information found ,-* Active ,-* N/A ,-* Private ,-* N/A ,-* N/A ,"-* No information found
"
1769,1770,"""ALONDRA EQUIPMENT COMPANY""","Ard ElEstesmar- Maadi Ring, Cairo, Egypt",Ayman Abozahra,2012,10-100,No information found,alondra-eg.com,No information found,No information found,Active,N/A,No information found,N/A,N/A,"Ayman Abozahra, Managing Director; Mohamed Adel, Sales Director*
"
1770,1771,"""ALTERNATIVE HEALTH SERVICES""","8700 NW 36th Street, Suite 200, Miami, FL, United States, 33166
","
Millie Adan
","
No information found
","
10-100
","
No information found
","
hascares.org
",621999,8099,"
Active
","
N/A
","
Private
","
N/A
","
H.A.S.
","
Millie M. Adan, CEO; Tom Hartmann, Manager of Program Data and Technology Systems
"
1771,1772,"""ALUM ROCK PARENTS ASSOCIATION""","652 Alum Rock Road, Birmingham, B8 3NS, United Kingdom",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1772,1773,"""ALWAYS METICULOUS,"" LLC.","3775 Stony Point Rd, Charlottesville, Virginia, USA, 22911",John Athayde,No information found,1-10,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found*
"
1773,1774,"""AMAL, INC.""","309, VEER SAVARKAR MARG, OPP. INDIA UNITED MILLS, NR. PRABHADEVI TELEPHONE EXCHANGE, DADAR (WEST), , MUMBAI, Maharashtra, India - 400028",No information found,1974,100-1000,No information found,http://www.amal.co.in,241,No information found,Active,N/A,Public,N/A,N/A,"YOGESH VYAS (Director), ANKIT TUSHARBHAI MANKODI (Director), JYOTIN KANTILAL MEHTA (Director), SUNIL SIDDHARTH LALBHAI (Director), GOPI KANNAN RENGACHARI THIRUKONDA (Director), VENKATRAMAN SRINIVASAN (Director), DRUSHTI RAHUL DESAI (Director), DIPALI CHIRAG SHETH (Director), RAJEEV KUMAR (Director)
"
1774,1775,"""AMDUR SALES, INC.""","4100 Skokie Blvd, Skokie, Illinois, USA, 60076",Amy Amdur,No information found,10-100,"$1,000,000-$10,000,000",amdurproductions.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"Amy Amdur, CEO & Founder"
1775,1776,"""AMERICAN CANYON IMPROVEMENT ASSOCIATION, INC.""","431 Theresa Ave, American Canyon, CA, USA, 94503
","
No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1776,1777,"""AMERICAN FREEMAN"" GOLD AND SILVER MINING COMPANY","Suite 800 - 701 West Georgia Street, Vancouver, BC, Canada, V7Y 1C6
","
Bassam Moubarak
",2020,"
1-10
","
No information found
","
www.freemangoldcorp.com
",212221,1041,"
Active
","
N/A
","
Public
","
N/A
","
N/A
","
Bassam Moubarak, Chief Executive Officer and Director; Dean Besserer, Vice President of Exploration; Paul Matysek, Executive Chairman; William Randall, Director
"
1777,1778,"""AMERICAN HOUSEKEEPING, INC.""","1200 Route 73, Suite 102, Mount Laurel, NJ, USA, 08054",No information found,No information found,1-10,100000-1000000,No website found,561720,7349,Active,N/A,Corporation,N/A,N/A,"No information found
"
1778,1779,"""AMERICAN MARC, INC."")","901 Post Road Madison, WI 53713-3260, USA",Suzanne Hanson,No information found,10-100,No information found,marc-inc.org,No information found,No information found,Active,N/A,Nonprofit,N/A,N/A,"Suzanne Hanson, Executive Director"
1779,1780,"""AMERICAN MODULAR INDUSTRIES, INC.","Eastvale, CA, USA, N/A
","
Bibi Leung
","
No information found
","
10-100
","
No information found
","
americanmodularinc.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Bibi Leung, CEO and President
"
1780,1781,"""AMERICAN POWER CRANE, INC.""","825 Church St, Douglasville, Pennsylvania, USA, 19518
","
Karen Norheim
",1969,"
200-500
","
$10000000-$50000000
","
americancrane.com
",336510,3536,"
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Karen Norheim, President and CEO
"
1781,1782,"""AMERICAN STEPDECK CARRIERS"" LLC","1230 North Main Street, Anniston, Alabama, USA, 36207
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
",484230,4212,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1782,1783,"""AMERICUTS OF SOUTH PASADENA"", A CALIFORNIA LIMITED PARTNERSHIP","1405 Fair Oaks Ave, South Pasadena, California, USA, 91030
","
No information found
","
No information found
","
0-10
","
$10000-$100000
","
No website found
",812112,7299,"
Active
","
N/A
","
Partnership
","
N/A
","
N/A
","
No information found


"
1783,1784,"""AMERSTEEL, INC.""","33900 Doreka Fraser, MI 48026, USA",William M. Kronmiller,1985,10-100,1000000-10000000,amersteel.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1784,1785,"""ANAHEIM SPORTING GOODS, INC.""","Anaheim, California, United States, (no postal code found)
","
Tony Tavares
",1992,"
100-1000
","
No information found
","
No website found
","
No information found
","
No information found
","
Dissolved
",2005,"
Subsidiary of a public corporation
","
Disney Sports Enterprises, Inc. (1986-1996)
","
N/A
","
Tony Tavares (President)
"
1785,1786,"""ANIMAL MEDICAL CARE FOUNDATION OF MARIN COUNTY, INC.""","1800 Sir Francis Drake Blvd, Fairfax, CA, USA, 94930
","
No information found
",1998,"
1-10
","
No information found
","
pescm.com
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1786,1787,"""ANTIQUES FAIR, INC.""","420 Court Street, Brooklyn, NY, 11231, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1787,1788,"""ANTONIO GUISEPPE OF BEVERLY HILLS, INC.""","90210 Beverly Hills, CA, United States, 90210
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1788,1789,"""ANY MARKETING PROMOTION, INC.""",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1789,1790,"""APP CONCRETE, INC.""","75 New Street, St Neots, Cambridge, PE19 1AJ, United Kingdom",No information found,No information found,No information found,No information found,cipltd.co.uk,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found*
"
1790,1791,"""APPLESEED INVESTMENTS, INC.""","30 Tozer Road; Suite 4; Beverly, MA 01915; United States",No information found,1946,100-1000,No information found,www.appleseeds.com,No information found,No information found,Acquired/Merged,N/A,Private,Johnny Appleseed's,N/A,"Philip Kao (Co-Founder, Executive Director), Ruth Chiang (Co-Founder), Adam Quinn (Co-Founder, JD/MBA)
"
1791,1792,"""AR"" PERFORMANCE MARINE INC.","4801 20 St, Vernon, British Columbia, V1T 4E8, Canada",No information found,No information found,1-100,<$5 Million,www.performancemarinebc.com,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found*
"
1792,1793,"""ARDINVEST"" CONCERN LIMITED LIABILITY COMPANY",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1793,1794,"""ARMADILLO, INC.""","1400 Main Street; Suite 164; Clarksville, IN 47129; United States",No information found,2021,1-10,No information found,www.armadillo.one,No information found,No information found,Private,N/A,Privately Held,"Armadillo Home Solutions, LLC",N/A,"No information found*
"
1794,1795,"""ARMSTRONG FAMILY ENTERPRISES, INC.""","Duncan, OK, USA 73533",No information found,No information found,1-10,$10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,No information found
1795,1796,"""ART RESOURCES INSTITUTE, INC.""",1326 SOLDIERS FIELD ROAD APT. 3 BOSTON MA 02135 United States of America,No information found,1996,1-10,No information found,No website found,No information found,No information found,Active,N/A,Nonprofit,N/A,N/A,"No information found*
"
1796,1797,"""ARTEL DEVELOPMENT CO.""","13665 Dulles Technology Drive, Ste 300; Herndon, VA, 20171, USA",Paul Domorski,1994,10-100,10000000-100000000,www.artelllc.com,No information found,No information found,Dissolved,2024,LLC,N/A,N/A,"Paul Domorski, President and CEO; Greg Fornino, Business Unit Director; Quoc Huynh, Engineer; Xuyen T Vuong, Chief Scientist and Vice President; Phil Nesbitt, Director of Business Development; Linda Knight, Snr. Program Director/ISSO; Valerie Barberio; Program Specialist; Michael Crawford, Network Engineer, Analyst; Hatem Elgeddaway; Ronald Hernandez; Todd Cress, Manager, SATCOM Capture & Client Relations; Vinh Vuong; Jimmy Hogendobler, Vice President, U.S. Government Terrestrial Sales
"
1797,1798,"""ASHCON, INC.""","Mississauga, Ontario, Canada",Javed Ashai,2001,10-100,1000000-10000000,ebuyashcon.com,No information found,No information found,Active,N/A,Private,N/A,"AshconMed, Ashcon LLC, EBuyAshconmed","Javed Ashai, CEO"
1798,1799,"""ASSOCIATED LOCKSMITHS""","3500 Easy St, Dallas, Texas, USA, 75247",No information found,1955,1000-10000,No information found,www.aloa.org,No information found,No information found,Active,N/A,Trade association,Associated Locksmiths of America,N/A,"No information found*
"
1799,1800,! - AAA AIRPORT DENVER LIMO LLC,"P.O. Box 390577, Denver, CO, USA, 80239-1577",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1800,1801,! AlohaNIC LLC,"975 Kapahulu Ave #201, Kailua, Hawaii, United States, 96734
","
Srdjan Pavelic
","
No information found
","
1-10
","
No information found
","
alohanic.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1801,1802,!!BOOKZnGAMEZnTHINGZ!! LLC,"1200 Gendy St, Ste C, Metairie, Louisiana, United States, 70005",Name Surname,2012,0-1,$10000-$50000,No website found,451120,5942,Active,N/A,Limited Liability Company,N/A,N/A,"No information found
"
1802,1803,"!@#$% FC, LLC","Newport, MI 48166-9794, USA",Frank P Costas,2022,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Mr. Frank P Costas, Owner
"
1803,1804,"!BANG ART, LLC","846/1 Lasalle Road, Bang Na Tai, Bang Na, , 10260
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
",7336,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1804,1805,!Every1EatZ! LLC,"1967 WEHRLE DRIVE, SUITE 1 #08, BUFFALO, NY, USA, 14221",JOHN MOSELEY,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"JOHN MOSELEY, chief executive officer
"
1805,1806,"!Fantastic Cleaning, LLC",No information found,Rune Sovndahl,2009,10-100,$1M-$10M,fantasticservicesgroup.com.au,No information found,No information found,Active,N/A,Private,N/A,N/A,"Rune Sovndahl, CEO
Anton Skarlatov, Founding Director"
1806,1807,!Que Chevere! LLC,"2811 Nw 7th St, Miami, Florida, USA, 33125
","
No information found
",2019,"
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1807,1808,!REVELDEZ!,"5400 University Blvd W, Suite 100, Jacksonville, Florida, 32216, USA",No information found,2021,1000-10000,100000000-1000000000,www.revalizesoftware.com/newsroom/,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1808,1809,""" A GOOD MAN WELDING INCORPORATED ""","1101 N Main St, Fort Worth, TX, 76164, United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1809,1810,""" Events 2 The T "" LLC","444 Brickell Ave Suite 900, Miami, Florida, USA, 33131
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1810,1811,""" Just Desserts "" by Barb, L.L.C.","6346-65 LANTANA ROAD SUITE 130, LAKE WORTH, FL, USA, 33463",No information found,2013,1-10,10000-100000,No website found,No information found,No information found,INACTIVE,2015,LLC,N/A,N/A,"Gail Jacob, Manager
Cindy F. Best, Manager
Jordan W. Jacob, Manager
Steven Best, Manager
"
1811,1812,""" LLC """,No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1812,1813,""" MOUNTAIN TOP METAL WORKS L.L.C.""","Wasilla Wasilla 99654, Wasilla, Alaska, United States, 99654
","
Glenn Boss
","
No information found
","
1-10
","
10000-100000
","
mountaintopmetalco.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
Mountaintop Metal LLC
","
Glenn Aaron Boss, Managing Member
"
1813,1814,""" PitStop "" Auto Repair & Services","K P Road, Adoor, Pathanamthitta - 691523 (Near Vayanashala Junction), Adoor, Kerala, India, 691523",Mihir Mohan,2015,10-100,1000000-10000000,No website found,No information found,No information found,Active,N/A,Private,N/A,N/A,"Mihir Mohan (Founder, Chief Executive Officer)
"
1814,1815,""" Shel does it Well Ltd.""","Shell Centre, London, England, UK, EC3R 7HQ",Wael Sawan,1907,10000+,1000000000+,www.shell.com,No information found,No information found,Active,N/A,Public,Royal Dutch Shell plc; Forthdeal Limited,N/A,"Andrew Mackenzie, Chairman; Wael Sawan, CEO
"
1815,1816,"""1""EAGLE PRO HARLEY DRAG RACING INC","102 EAGLE CREST DR, ARLINGTON, TX, USA, 76010
","
No information found
","
No information found
","
0-10
","
$0-$10000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Domestic Non Profit Corporation
","
N/A
","
N/A
","
No information found


"
1816,1817,"""1st Call"" Property Consultants Corporation","71-75 Shelton Street, London,WC2H 9JQ, United Kingdom ", No information found , No information found , No information found , No information found , No website found , No information found , No information found , No information found , N/A , No information found , N/A , N/A ," No information found
"
1817,1818,"""30"" Club of Denver","1600 Grant Street, Denver, Colorado, United States, 80203
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1818,1819,"""300 EAST ALAMEDA LLC""","300 E Alameda Ave, Denver, CO 80209, USA",No information found,1962,1-10,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,Wash Park Supply,"Derek Conn (Co-founder), Spencer Pariser (Co-founder)"
1819,1820,"""303"" CUSTOM RENOVATIONS LLC","303 Perimeter Ctr N Ste 300, Atlanta, GA 30346-3401, USA",No information found,2020,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),N/A,N/A,"No information found
"
1820,1821,"""303"" Landscape Solutions ,inc","303, Shivalik-9, Vasundhra Society, Near Old Passport Office, Gulbai Tekra , NA, Ahmedabad, Gujarat, India 380006
","
Rahul Devendra Mehta
",2019,"
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Limited Liability Partnership (LLP)
","
N/A
","
N/A
","
Kartika Devendra Mehta (Designated Partner), Rahul Devendra Mehta (Designated Partner)
"
1821,1822,"""A Beautiful Day"" Wedding & Event Planning, LLC","4624 Avon Industrial Dr, Rochester Hills, MI 48309, USA",Jennie Wiegand,2009,1-10,100000-1000000,beautifuldayplanning.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Jennie Wiegand (Owner, Wedding & Event Planner), Lauren Leve (Wedding & Event Coordinator), Jeannie Morris (Wedding & Event Coordinator), Keeley Najor (Wedding & Event Coordinator, Social Media Manager), Hannah Gilliam (Wedding & Event Coordinator)
"
1822,1823,"""A Cut Above"" Remodeling, LLC","3421 14th St N.W Suit #203, Washington, DC, USA, 20010",Wayne Agnew,2003,1-10,100000-1000000,acutabovegc.com,No information found,No information found,Active,N/A,LLC,N/A,A Cut Above G.C,Wayne Agnew (Owner and General Contractor) 
1823,1824,"""A DAY AWAY"" DAY SPA, INC.","487 E Dupont Rd, Fort Wayne, IN 46825, USA",No information found,No information found,1-10,100000-1000000,adayawaysalonandspa.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1824,1825,"""A Happy You"" LLC","123 Happy St, Smileyville, Happyland, HA, 98765
","
Christopher Filipiak
","
No information found
","
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1825,1826,"""A NIGHT TO REMEMBER"" LOVER'S AND FRIEND'S","1200 N Dupont Highway, Suite #400, Dover, DE 19901, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1826,1827,"""A Quality"" Contractor LLC","1401 N 18th St, Waco, Texas, USA, 76707
","
Cory Abernethy
",1980,"
10-100
","
1000000-10000000
","
qualityw.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Sharon Linzer, President; Cory Abernethy, Owner/Manager
"
1827,1828,"""A VOTRE SERVICE"" HOSPITALITY CONSULTING L.L.C.","P.O. Box 262007, Dubai, -, United Arab Emirates, 262007
","
No information found
",2015,"
1-10
","
No information found
","
ihcshotelconsulting.com
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1828,1829,"""A WORK IN PROGRESS"" GROUP HOME FOR GIRLS","6720 N. 75th Ave, Glendale, Arizona, United States, 85303
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1829,1830,"""A"" CLASS AUTO DETAILING","Flat - 103, Almar CHSL, Orlem, Malad W, , MUMBAI, Maharashtra, India - 400064",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found
"
1830,1831,"""A"" Class Auto Detailing LLC","17850 W Colfax Ave #102, Golden, CO, USA, 80401
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
aclassautodetailing.com
",811192,7549,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1831,1832,"""A"" Game 5280, LLC","1435 Larimer Street, Suite 500, Denver, CO, USA, 80202
","
Daniel Brogan
","
No information found
","
50-200
","
$1M-$10M
","
5280.com
","
No information found
","
No information found
","
Active
","
N/A
","
Magazine Publisher
","
N/A
","
N/A
","
Daniel Brogan (CEO & Editor-in-Chief), Carly Lambert (Chief Brand Officer), Ari Ben (Vice President, Advertising)
"
1832,1833,"""A"" LIST EVENT PLANNING LLC",305.794.8267 | info@alistevents.net,No information found,2004,1-10,100000-1000000,alistevents.net,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1833,1834,"""A"" List Nanny",No information found,No information found,2008,1-10,10000-100000,alistnannyservices.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1834,1835,"""A"" PLUS DRYWALL SYSTEMS, LLC","11701 NE Ainsworth Cir, Portland, OR, USA, 97220
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1835,1836,"""A"" PLUS INSULATION SYSTEMS, INC.","14324 W. 96th Terr., Lenexa, KS, USA, 66215",Mike O'Hara,2004,1-10,100000-1000000,No website found,238130,1799,Active,N/A,LLC,"A+ Insulation, LLC; A Plus Insulation",N/A,"Mike O'Hara, President
"
1836,1837,"""A"" Plus Construction Systems, Inc.","Kerswell Gardens, Torquay Rd, Torquay TQ2 7HX, United Kingdom",No information found,No information found,No information found,No information found,ehvstructures.co.uk,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found*
"
1837,1838,"""A"" Plus Electrical Systems, Inc.","8350 Walsh Rd, Trail, BC V1R 4W3, Canada",Rod Haines,2000,10-100,No information found,apluselectricbc.com,No information found,No information found,Active,N/A,Private,Kootenay A Plus Systems Ltd.,N/A,"Rod Haines (President and CEO)
"
1838,1839,"""A"" Plus Enterprises, Inc.","302 RESORT VIEW THAKUR COMPLEX WESTERN EXPRESS HIGHWAY KANDIVALI (EAST) , MUMBAI, Maharashtra, India - 400101",Sanjeev Parasrampuria,1992,1-10,No information found,aplusenp.com,749,No information found,Active,N/A,Private,N/A,N/A,"Sanjeev Parasrampuria (Director), Yuvraj Sanjeev Parasrampuria (Director)
"
1839,1840,"""A"" Plus Flooring Systems, Inc.","13050 Watkins Rd., Marysville, OH, 43040, USA",No information found,No information found,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,INC,N/A,N/A,"No information found
"
1840,1841,"""A"" Plus Investment Systems, LLC","4201 North 24th Street, Suite 200, Phoenix, AZ, USA, 85016
","
Brandon Keefe
",2017,"
51-200
","
$100M-$500M
","
pluspower.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Brandon Keefe, CEO
"
1841,1842,"""A"" Plus Plumbing & Heating Systems, Inc.","Longshot Lane, Bracknell, Berkshire, United Kingdom, RG12 1RL
","
Joe Gjurra
","
No information found
","
1-10
","
No information found
","
aplusheatingandplumbing.com
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
Joe Gjurra, Founder
"
1842,1843,"""A"" Plus Plumbing Systems, Inc.","61 Underwriters Road, Toronto, ON, Canada, M1R 1A7",No information found,No information found,1-10,100000-1000000,aplusplumbing.ca,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1843,1844,"""A"" Plus Systems, Inc.","LG-10, SUNRISE TOWER, 579, M. G.ROAD OPPOSITE TREASURE ILAND , INDORE, Madhya Pradesh, India - 452003",No information found,2011,1-10,10000-100000,aplus.treesystems@gmail.com,722,No information found,Active,N/A,Private,N/A,N/A,"PALLAVI SHARMA, Director; AKANSHA SHARMA, Director; SUMIT KUMAR SHARMA, Director
"
1844,1845,"""A"" SERIOUS RESTORATION COMPANY",No information found,Miri Offir,No information found,100-1000,No information found,No website found,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found*
"
1845,1846,"""A"" TEAM, INCORPORATED","14550 Minetta Street, Sugar Land, Texas, USA, 77478
","
Keith D. Tucker
",1962,"
1000-10000
","
100000000-1000000000
","
teaminc.com
",541350,8742,"
Active
","
N/A
","
Public
","
N/A
","
N/A
","
Keith D. Tucker, CEO; Nelson M. Haight, Executive Vice President, Chief Financial Officer; Andre C. “Butch” Bouchard, Executive Vice President Administration
"
1846,1847,"""A"" TOWN MORTGAGE SOLUTIONS, LLC","251 Little Falls Drive, Wilmington, DE 19808, USA",No information found,No information found,1-10,100000-1000000,lendingstream.co.uk,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1847,1848,"""A"" Team Family Detailing, LLC","1800 W Market St, Akron, Ohio, United States, 44313
","
No information found
",2021,"
1-10
","
100000-1000000
","
https://luxuryautodetailingohio.com/
",811192,7549,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Sean Lacey (Founder)
"
1848,1849,"""A-MAES-ING"" Landscape & Grounds Maintenance",No information found,No information found,No information found,1-10,10000-100000,amaesinglandscaping.com,561730,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1849,1850,"""ABOUT THAT TOW LIFE"" LLC","430 E Fillmore St, Colorado Springs, Colorado, United States, 80907
","
No information found
","
No information found
","
1-10
","
10000-100000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1850,1851,"""ABUNDANT LIFE FELLOWSHIP OF ELIZABETH, COLORADO""","PO Box 63552, Colorado Springs, CO, United States, 80962
","
Elizabeth Mills
",1981,"
No information found
","
No information found
","
www.aeronova.org
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
N/A
","
No information found

"
1851,1852,"""AED"" Action (Colo. / Wyo.), Inc","1434 E. Harmony Road, Suite 600, Fort Collins, CO, USA, 80528
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
No information found


"
1852,1853,"""AGGROW SERIES"" Ltd","6, Lakshmi Street,Kilpauk, KILPAUK, Chennai, Tamil Nadu, India - 600 010",MaheshKumar,2001,100-1000,10000000-100000000,No website found,242,No information found,Active,N/A,Public,N/A,N/A,"KEERTII MAHESH KUMAR GUNUPATI,  MAHESHKUMAR"
1853,1854,"""ALBORZ"" IRANIAN MONARCH ORGANIZATION",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1854,1855,"""ALL GOD'S CHILDREN"" RESALE SHOP, LLC","PO Box 71017, Rochester, Michigan, 48307, United States",No information found,No information found,Less than 25,Less than $5 Million,www.giftsforallgodschildren.org,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1855,1856,"""ALL SUFFICIENCY"" INVESTMENTS, INC.","1600 Amphitheatre Pkwy, Mountain View, CA, USA, 94043",Sundar Pichai,No information found,10000+,1000000000+,https://about.google/,541511,7372,Active,N/A,Public,N/A,N/A,"Sundar Pichai (CEO), Ruth Porat (CFO), Prabhakar Raghavan (SVP, Knowledge & Information), Philipp Schindler (Chief Business Officer)
"
1856,1857,"""ALL VALLEY MORTGAGE, LLC""","1251 Monument Blvd #205, Concord, CA 94520, USA",Raj Bhalla,1993,1-10,100000-1000000,allvalley-mortgage.com,522320,6162,Active,N/A,LLC,N/A,N/A,"No information found
"
1857,1858,"""AMERICA THE BEAUTIFUL"" CENTENNIAL CELEBRATION, INC.","1200 NEW JERSEY AVENUE SE, Washington, DC, USA, 20003
","No information found
","No information found
","No information found
","No information found
","No website found
","No information found
","No information found
","No information found
","N/A
","No information found
","N/A
","N/A
","No information found


"
1858,1859,"""ANGELA"" LLC","20102 Cedar Valley Rd STE 204 Lynnwood, WA, 98036 USA",Angela Hunt,2016,1-10,No information found,No website found,621330,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1859,1860,"""ANGELS OF MERCY"" LLC","5 Chigwell Road, London, United Kingdom, E18 1LR",No information found,2013,1-10,No information found,No website found,No information found,No information found,Active,N/A,Private limited Company,N/A,N/A,"No information found
"
1860,1861,"""ANTS to BEARS"" EXPERTS LLC","123 Random Street, Anytown, CA, USA, 91234",John Smith,2023,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"N/A
"
1861,1862,"""APPLE"" Cleaning Service","Kemp House, 160 City Road, London, England, EC1V 2NX",No information found,2002,1-10,100000-1000000,No website found,812990,96090,Active,N/A,Private,N/A,N/A,"No information found
"
