,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
667,1 And Done Custom Painting LLC,24151929,us_ga,2024-08-05,,Domestic Limited Liability Company,,,,False,Active/Compliance,2024-08-18T16:05:49+00:00,2024-11-24T16:27:47+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24151929,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '4759 River Rd Lot 3', 'locality': 'Waynesboro', 'region': 'GA', 'postal_code': '30830', 'country': 'United States'}","4759 River Rd Lot 3, Waynesboro, GA, 30830",[],,
668,"1 BelAir, LLC",24194919,us_ga,2024-10-18,,Foreign Limited Liability Company,,F,branch of an out-of-jurisdiction company,False,Active/Compliance,2024-10-27T16:17:30+00:00,2024-11-24T16:16:39+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24194919,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '280 Technology Pkwy, Suite 150', 'locality': 'Peachtree Corners', 'region': 'GA', 'postal_code': '30092', 'country': 'United States'}","280 Technology Pkwy, Suite 150, Peachtree Corners, GA, 30092",[],,
669,1 Blueberry Solutions LLC,24028181,us_ga,2024-02-07,,Domestic Limited Liability Company,,,,False,Active/Compliance,2024-02-26T21:18:18+00:00,2024-11-24T15:13:31+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24028181,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '8735 DUNWOODY PLACE STE R', 'locality': 'ATLANTA', 'region': 'GA', 'postal_code': '30350', 'country': 'United States'}","8735 DUNWOODY PLACE STE R, ATLANTA, GA, 30350",[],,
670,"1 Booth, LLC",24164960,us_ga,2024-08-26,,Domestic Limited Liability Company,,,,False,Active/Compliance,2024-09-08T14:51:45+00:00,2024-11-24T15:59:22+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24164960,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '426 Dickeys Branch Rd', 'locality': 'Appling', 'region': 'GA', 'postal_code': '30802', 'country': 'United States'}","426 Dickeys Branch Rd, Appling, GA, 30802",[],,
671,1 CAMP CREEK AUTO SALES INC,24164359,us_ga,2024-08-23,,Domestic Profit Corporation,,,,False,Active/Compliance,2024-09-08T15:28:34+00:00,2024-11-24T16:09:39+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24164359,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '2784 CAMP CREEK PLWY SUITE 88', 'locality': 'COLLEGE PARK', 'region': 'GA', 'postal_code': '30337', 'country': 'United States'}","2784 CAMP CREEK PLWY SUITE 88, COLLEGE PARK, GA, 30337",[],,
672,1 Call Maintenance Remodeling LLC,24016997,us_ga,2024-01-17,,Domestic Limited Liability Company,,,,False,Active/Compliance,2024-02-23T08:25:17+00:00,2024-11-24T15:05:45+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24016997,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '4045 Five Forks Trickum Rd Sw Ste  B9 600', 'locality': 'Lilburn', 'region': 'GA', 'postal_code': '30047', 'country': 'United States'}","4045 Five Forks Trickum Rd Sw Ste  B9 600, Lilburn, GA, 30047",[],,
673,1 Call Move All LLC,24032366,us_ga,2024-02-07,,Domestic Limited Liability Company,,,,False,Active/Compliance,2024-02-28T12:58:47+00:00,2024-11-24T15:13:26+00:00,2024-11-20T00:00:00+00:00,https://opencorporates.com/companies/us_ga/24032366,[],[],"{'publisher': 'Georgia Secretary of State', 'url': None, 'retrieved_at': '2024-11-20T00:00:00+00:00'}","{'street_address': '1478 Interlaken Pass', 'locality': 'Jonesboro', 'region': 'GA', 'postal_code': '30238', 'country': 'United States'}","1478 Interlaken Pass, Jonesboro, GA, 30238",[],,
678,"?HI'A MIDWIFERY & WELLNESS, LLC",317389C5,us_hi,2024-03-28,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=317389C5,,,False,Active,2024-04-06T21:40:26+00:00,2024-11-23T23:33:25+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/317389C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
679,"?INA ADVOCATES, LLC",321671C5,us_hi,2024-06-04,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=321671C5,,,False,Active,2024-06-08T23:07:48+00:00,2024-11-23T23:41:39+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/321671C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
680,?INA HO'OPULAPULA,335694D2,us_hi,2024-06-13,,Domestic Nonprofit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=335694D2,,,False,Active,2024-06-23T12:51:50+00:00,2024-11-23T23:54:12+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/335694D2,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
681,AI NA K?KOU LLC,319291C5,us_hi,2024-04-23,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=319291C5,,,False,Active,2024-05-03T05:47:29+00:00,2024-11-23T23:36:49+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/319291C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
682,AINA ALOHA MANAGEMENT LLC,312725C5,us_hi,2024-01-16,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=312725C5,,,False,Active,2024-01-25T21:24:20+00:00,2024-11-23T23:27:02+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/312725C5,[],"[{'company_name': ""'AINA ALOHA MANAGEMENT"", 'type': 'trading'}]","{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
683,AINA HAU'OLI LLC,316767C5,us_hi,2024-03-15,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316767C5,,,False,Active,2024-03-25T04:37:04+00:00,2024-11-23T23:32:05+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316767C5,[],"[{'company_name': ""'AINA HAU'OLI"", 'type': 'trading'}]","{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
684,AINA KUALI'I LLC,320213C5,us_hi,2024-04-11,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320213C5,,,False,Active,2024-05-17T08:16:50+00:00,2024-11-23T23:38:40+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320213C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
685,AINA LIO RANCH LLC,334028C5,us_hi,2024-10-16,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=334028C5,,,False,Active,2024-10-31T01:16:16+00:00,2024-11-23T23:52:30+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/334028C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
686,AINA-BASED RESEARCH LLC,330394C5,us_hi,2024-08-19,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=330394C5,,,False,Active,2024-09-03T05:06:52+00:00,2024-11-23T23:49:29+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/330394C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
687,ALE 'ALE O KE ALOHA INC.,335040D2,us_hi,2024-05-24,,Domestic Nonprofit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=335040D2,,,False,Active,2024-06-07T18:27:19+00:00,2024-11-23T23:53:33+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/335040D2,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
688,ALELE STRATEGIES LLC,316093C5,us_hi,2024-03-08,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316093C5,,,False,Active,2024-03-16T06:11:05+00:00,2024-11-23T23:30:51+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316093C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
689,EHIKU SERVICES LLC,320275C5,us_hi,2024-05-10,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320275C5,,,False,Active,2024-05-17T08:16:55+00:00,2024-11-23T23:38:48+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320275C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
690,EHUKAI MAINTENANCE LLC,325113C5,us_hi,2024-07-29,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=325113C5,,,False,Active,2024-08-10T08:28:50+00:00,2024-11-23T23:46:25+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/325113C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
691,IEWE H?NAU O KA '?INA,335563D2,us_hi,2024-06-12,,Domestic Nonprofit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=335563D2,,,False,Active,2024-06-20T04:16:52+00:00,2024-11-23T23:53:43+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/335563D2,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
692,IKE INSPIRE KANAKA EVOLUTION HAWAI'I LLC,320170C5,us_hi,2024-04-30,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320170C5,,,False,Active,2024-05-17T08:16:45+00:00,2024-11-23T23:38:35+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320170C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
693,IKE LAWAI'A,331354D2,us_hi,2024-03-01,,Domestic Nonprofit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=331354D2,,,False,Active,2024-03-09T13:03:52+00:00,2024-11-23T23:50:30+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/331354D2,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
694,IKE PRODUCTIONS HAWAI'I LLC,320406C5,us_hi,2024-05-09,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320406C5,,,False,Active,2024-05-18T22:32:28+00:00,2024-11-23T23:39:03+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320406C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
695,IKE'INK CORPORATION,337233D1,us_hi,2024-07-23,,Domestic Profit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=337233D1,,,False,Active,2024-07-28T13:11:08+00:00,2024-11-23T23:54:28+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/337233D1,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
696,ILIMA MASONRY SERVICES LLC,330631C5,us_hi,2024-08-28,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=330631C5,,,False,Active,2024-09-03T05:07:17+00:00,2024-11-23T23:49:44+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/330631C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
697,IMI PONO ENTERPRISES LLC,316729C5,us_hi,2024-03-14,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316729C5,,,False,Active,2024-03-24T07:17:25+00:00,2024-11-23T23:32:01+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316729C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
698,IMILA'I LLC,321262C5,us_hi,2024-05-24,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=321262C5,,,False,Active,2024-06-03T10:29:33+00:00,2024-11-23T23:40:50+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/321262C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
699,IOLANI COMMERCIAL REAL ESTATE FINANCE LLC,314030C5,us_hi,2024-02-02,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=314030C5,,,False,Active,2024-02-15T15:52:36+00:00,2024-11-23T23:28:23+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/314030C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
700,O N?MILU,340297D2,us_hi,2024-09-05,,Domestic Nonprofit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=340297D2,,,False,Active,2024-09-16T01:04:38+00:00,2024-11-23T23:54:17+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/340297D2,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
701,OHANA LAND MANAGEMENT LLC,316609C5,us_hi,2024-03-17,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316609C5,,,False,Active,2024-03-22T21:31:29+00:00,2024-11-23T23:31:47+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316609C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
702,OHI 'OHI TECHNOLOGIES LLC,317785C5,us_hi,2024-04-03,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=317785C5,,,False,Active,2024-04-12T19:13:05+00:00,2024-11-23T23:34:05+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/317785C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
703,"OHI L?, LLC",312102C5,us_hi,2024-01-05,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=312102C5,,,False,Active,2024-01-14T20:58:39+00:00,2024-11-23T23:26:26+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/312102C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
704,OHI'A LLC,317596C5,us_hi,2024-03-27,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=317596C5,,,False,Active,2024-04-12T19:12:51+00:00,2024-11-23T23:33:30+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/317596C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
705,OIWI PROFESSIONAL SERVICES LLC,323578C5,us_hi,2024-07-05,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=323578C5,,,False,Active,2024-07-13T02:41:05+00:00,2024-11-23T23:44:20+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/323578C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
706,"OLU 'OLU FARMS, LLC",314507C5,us_hi,2024-02-14,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=314507C5,,,False,Active,2024-02-18T22:11:12+00:00,2024-11-23T23:28:55+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/314507C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
707,OLU'OLU ENTERPRISE LLC,321270C5,us_hi,2024-05-24,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=321270C5,,,False,Active,2024-06-07T00:29:17+00:00,2024-11-23T23:40:55+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/321270C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
708,"OLU'OLU MASSAGE, LLC",333120C5,us_hi,2024-09-30,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=333120C5,,,False,Active,2024-10-14T05:03:03+00:00,2024-11-23T23:51:46+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/333120C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
709,OLU'OLU VENTURES CORP.,334251D1,us_hi,2024-05-07,,Domestic Profit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=334251D1,,,False,Active,2024-05-17T08:21:26+00:00,2024-11-23T23:52:55+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/334251D1,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
710,ONIPA'A WAILUA LLC,321642C5,us_hi,2024-05-31,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=321642C5,,,False,Active,2024-06-10T08:05:28+00:00,2024-11-23T23:41:35+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/321642C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
711,(OI)A(IO) LLC,316781C5,us_hi,2024-03-16,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316781C5,,,False,Active,2024-03-25T04:37:06+00:00,2024-11-23T23:32:06+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316781C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
712,+19TRADING LLC,319575C5,us_hi,2024-04-26,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=319575C5,,,False,Active,2024-05-06T17:56:51+00:00,2024-11-23T23:37:30+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/319575C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
713,100 THANKFULS LLC,312091C5,us_hi,2024-01-07,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=312091C5,,,False,Active,2024-01-14T20:58:38+00:00,2024-11-23T23:26:25+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/312091C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
714,1003 3RD AVE LLC,317129C5,us_hi,2024-03-19,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=317129C5,,,False,Active,2024-04-08T16:21:14+00:00,2024-11-23T23:32:41+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/317129C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
715,1004 SW 91ST ST LLC,314196C5,us_hi,2024-02-07,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=314196C5,,,False,Active,2024-02-17T14:48:15+00:00,2024-11-23T23:28:30+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/314196C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
716,"1010 GOLDTREE, INCORPORATED",342337D1,us_hi,2024-10-14,,Domestic Profit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=342337D1,,,False,Active,2024-10-26T22:24:56+00:00,2024-11-23T23:54:49+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/342337D1,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
717,1027 PROSPECT LLC,324044C5,us_hi,2024-07-13,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=324044C5,,,False,Active,2024-07-20T23:00:54+00:00,2024-11-23T23:44:57+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/324044C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
718,1031 KEKAA EXCHANGE LLC,331165C5,us_hi,2024-09-06,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=331165C5,,,False,Active,2024-09-13T22:13:05+00:00,2024-11-23T23:50:02+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/331165C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
719,"1031 MAUNAIHI PLACE 306, LLC",318640C5,us_hi,2024-04-10,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=318640C5,,,False,Active,2024-04-23T09:06:04+00:00,2024-11-23T23:35:44+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/318640C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
720,1037 MAOHU STREET LLC,323668C5,us_hi,2024-07-01,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=323668C5,,,False,Active,2024-07-13T15:48:37+00:00,2024-11-23T23:44:28+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/323668C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
